index,true_label,KL_true,KL_best_wrong,best_wrong_class,KL_diff,correct_by_KL
41,1,0.005849062288193649,6.314822731625583,8,6.308973669337389,True
42,0,0.0030499177801617816,6.721371546278794,5,6.718321628498632,True
43,0,1.400452357008859,4.630829118517225,8,3.230376761508366,True
44,5,0.02409215404174457,4.881724509399633,3,4.857632355357889,True
45,7,0.012550113369398142,4.780547737716572,9,4.767997624347173,True
46,5,0.024091857203768635,4.8817241514194825,3,4.857632294215714,True
47,5,0.07053038441055737,4.483576600921315,3,4.413046216510757,True
48,2,0.014164571180698332,5.488407419100081,3,5.474242847919383,True
49,2,0.013627597659139151,5.511249880465645,3,5.497622282806505,True
50,3,0.018848121999930096,4.6753110685772015,8,4.656462946577271,True
51,9,2.379425707557644,0.8642941343685395,4,-1.5151315731891044,False
52,8,0.026579191572081426,4.942175729879222,3,4.91559653830714,True
53,3,0.023876186959991934,4.699020420057294,8,4.675144233097302,True
54,1,0.005417929788893857,6.312292090082396,8,6.306874160293503,True
55,7,7.886873078556468,0.11208069977527291,5,-7.774792378781195,False
56,1,0.004644831842616182,6.3056818470624565,8,6.3010370152198405,True
57,4,0.14085516147688626,3.734417266679001,9,3.593562105202115,True
58,7,0.011119200146387346,4.775041389348554,9,4.763922189202167,True
59,1,0.005382261565582511,6.312974063429418,8,6.307591801863835,True
60,9,0.02832958474305425,4.49300329035342,4,4.464673705610366,True
61,1,0.0056257052977025535,6.31416792859107,8,6.308542223293368,True
62,4,1.9405105985770976,3.4741354143604735,8,1.5336248157833758,True
63,1,0.005905302115884362,6.314891525565131,8,6.308986223449247,True
64,2,0.013655104368818866,5.511298159818601,3,5.497643055449783,True
65,8,0.023389908846362883,4.9242659216411715,3,4.900876012794809,True
66,4,0.01846844520669101,4.514256690104553,9,4.495788244897861,True
67,1,0.0033144618918354747,6.2896451593083045,8,6.286330697416469,True
68,1,0.005992424490446604,6.3152223211037475,8,6.309229896613301,True
69,8,8.566324627801576,0.009336942469599742,7,-8.556987685331976,False
70,8,0.023666056407742338,4.9311605145127855,3,4.9074944581050435,True
71,9,0.02603964575684376,4.483887067633968,4,4.4578474218771245,True
72,2,0.013705709453723926,5.511429266624111,3,5.497723557170387,True
73,3,0.02388911579732673,4.699039236134225,8,4.675150120336898,True
74,9,8.589211034535257,0.01335555684402822,2,-8.57585547769123,False
75,6,0.007059028738473246,5.993818585913379,5,5.986759557174906,True
76,5,0.0232468075375819,4.879745551433646,3,4.856498743896064,True
77,4,0.017908063190764406,4.513329186764198,9,4.495421123573434,True
78,8,0.022837150612627678,4.909150745957046,3,4.886313595344419,True
79,1,0.0043737728502121626,6.282417009900761,8,6.278043237050548,True
80,5,0.024079566412072484,4.881705057078925,3,4.857625490666853,True
81,0,0.0037899205910406986,6.75737196339936,5,6.753582042808319,True
82,7,0.009240674556101752,4.616567308548359,9,4.607326633992257,True
83,2,0.009995717012698385,5.496315869685619,3,5.486320152672921,True
84,3,0.03765466321401664,4.414077689089355,8,4.376423025875338,True
85,2,0.007973813982102576,5.4525822879384584,3,5.444608473956356,True
86,6,0.007174176483716846,5.994143211524014,5,5.986969035040297,True
87,2,0.01353717805196197,5.510928430727161,3,5.497391252675199,True
88,9,0.023692437534414374,4.471713827602524,4,4.448021390068109,True
89,6,0.004069002189908589,5.978984318924139,5,5.97491531673423,True
90,0,0.003949452190192671,6.757985921515779,5,6.7540364693255865,True
91,6,0.007169022472673609,5.994133728883837,5,5.986964706411164,True
92,6,0.0069737447372492664,5.993603461969304,5,5.986629717232055,True
93,4,0.016164648979701064,4.502527569055285,9,4.486362920075584,True
94,7,0.012965247130601576,4.781659974231136,9,4.768694727100534,True
95,8,0.026627533613025053,4.9422819225317225,3,4.915654388918697,True
96,8,0.02662972656183343,4.942285799250751,3,4.915656072688917,True
97,7,5.833685403497275,0.25043912285231196,4,-5.583246280644962,False
98,7,0.012783150912164877,4.781214554990557,9,4.768431404078392,True
99,2,0.013703116616800022,5.511425487512288,3,5.497722370895488,True
100,6,1.8083524839375056,3.57139693588641,2,1.7630444519489046,True
101,7,0.012950460374890116,4.78163014461671,9,4.76867968424182,True
102,2,0.013706879292711876,5.5114315172175194,3,5.497724637924808,True
103,1,0.005766945764525235,6.314495623875183,8,6.308728678110658,True
104,5,0.024091245745035423,4.881723299276669,3,4.857632053531634,True
105,4,0.018099304028286384,4.513271110666953,9,4.495171806638667,True
106,7,2.712153270583367,2.3975252043622097,4,-0.31462806622115735,False
107,6,0.11702072234043351,5.7405087626673605,5,5.623488040326927,True
108,7,0.012646788412795713,4.766180017620646,9,4.75353322920785,True
109,4,0.018036276411330758,4.5132996811357575,9,4.495263404724427,True
110,2,0.013706792244123146,5.511431387714381,3,5.497724595470258,True
111,6,0.007168116806333475,5.994131655705162,5,5.986963538898828,True
112,8,0.09052834421300882,4.575751364410985,5,4.485223020197976,True
113,3,0.020275164239179105,4.620781928157962,8,4.600506763918783,True
114,5,3.8297194153084497,1.8888476246655472,4,-1.9408717906429025,False
115,8,1.4806261179845168,3.159513915555898,9,1.678887797571381,True
116,3,0.017573095190744764,4.653400015210705,8,4.63582692001996,True
117,5,4.12403723937495,1.3871961059390632,4,-2.7368411334358864,False
118,0,0.004064527617149505,6.758323792083684,5,6.754259264466534,True
119,1,0.0055612057635189855,6.313913905450673,8,6.308352699687154,True
120,4,0.016653479077594232,4.5076469932949905,9,4.490993514217396,True
121,1,0.004267635996646899,6.303799956512569,8,6.299532320515922,True
122,3,0.023889032522206557,4.69903911929289,8,4.6751500867706834,True
123,9,4.564641180259959,0.2958005740609684,7,-4.2688406061989905,False
124,8,0.025432893949872637,4.939451670391035,3,4.9140187764411625,True
125,4,4.775927049140495,3.0178332001569848,9,-1.7580938489835098,False
126,0,0.004072689159095649,6.758341494069909,5,6.754268804910813,True
127,0,0.013393910600999266,6.708561050753107,5,6.695167140152107,True
128,0,0.004072682137309705,6.758341483526614,5,6.754268801389304,True
129,7,5.560253521416073,0.3396205413652066,4,-5.220632980050866,False
130,9,0.023683686815383853,4.469752609632341,4,4.4460689228169565,True
131,5,0.019911682771545036,4.7853184337799535,3,4.765406751008409,True
132,8,3.0876209855789303,1.2507452353856277,5,-1.8368757501933026,False
133,1,1.3973512817781772,4.617047228056636,5,3.219695946278459,True
134,6,0.007181231621842878,5.994157092483796,5,5.986975860861953,True
135,3,0.023853915967920768,4.698986581795182,8,4.675132665827261,True
136,9,8.071448693115757,0.004035629955075027,0,-8.067413063160682,False
137,8,4.6989738745875504,0.02385007705686739,3,-4.675123797530683,False
138,0,0.004072688952575779,6.75834149375999,5,6.754268804807414,True
139,7,0.048804309907991006,4.704369582806091,9,4.6555652728981,True
140,5,0.16013441897188208,4.378733609363898,8,4.218599190392016,True
141,8,0.026232072114077867,4.941505797206174,3,4.915273725092097,True
142,1,0.003968134418049208,6.3004666736215205,8,6.296498539203471,True
143,0,0.003721688421935594,6.756615624664934,5,6.752893936242998,True
144,0,0.004072652518601627,6.758341428484752,5,6.754268775966151,True
145,4,0.9620592812046777,4.2479569004884254,9,3.2858976192837477,True
146,1,0.0059842673297560356,6.315206554905563,8,6.309222287575807,True
147,2,6.061186782618884,0.2211521129148146,1,-5.840034669704069,False
148,0,1.0016298317973267,6.4914355115565545,5,5.489805679759228,True
149,4,0.018227266917240508,4.513616852295969,9,4.495389585378728,True
150,1,0.08559926073692514,6.097432152240067,8,6.011832891503142,True
151,3,0.023888601360569868,4.699038553095029,8,4.6751499517344595,True
152,9,5.343484046630846,0.013096652031054173,3,-5.330387394599792,False
153,3,4.82142986305273,0.016972304089223053,5,-4.804457558963507,False
154,3,0.02195651184490191,4.695087435495913,8,4.673130923651011,True
155,9,2.9446941398910713,2.0323410619701554,5,-0.9123530779209159,False
156,0,0.004072689159095649,6.758341494069909,5,6.754268804910813,True
157,9,0.02953970358152965,4.494991486209463,4,4.465451782627933,True
158,3,0.768055740636298,2.9986564827331943,5,2.2306007420968963,True
159,1,0.0059065125681683995,6.314943347041232,8,6.309036834473063,True
160,9,0.0601770674027845,4.335540625623649,4,4.275363558220865,True
161,6,0.006606702145305251,5.985773592063057,5,5.979166889917752,True
162,2,0.013705342579088923,5.511428420261168,3,5.497723077682079,True
163,2,6.445360950240871,0.0689802131089419,1,-6.376380737131929,False
164,7,0.012962577192410448,4.781655093587942,9,4.768692516395531,True
165,6,0.00748572946051123,5.973586662274995,5,5.966100932814483,True
166,3,0.018699016411941376,4.684326238996559,8,4.665627222584618,True
167,6,0.006307692386304685,5.990939209543215,5,5.98463151715691,True
168,9,0.025731971775979495,4.487466664668558,4,4.461734692892579,True
169,3,0.02349131874944272,4.6983425890766535,8,4.674851270327211,True
170,5,0.023005035149125483,4.878276245100369,3,4.855271209951243,True
171,7,0.012950993483744632,4.781633371525406,9,4.768682378041661,True
172,6,0.007176706142377292,5.9941472159265565,5,5.98697050978418,True
173,4,0.26781073128780547,4.1938845756073055,9,3.9260738443195002,True
174,0,0.40666507113728345,5.610661173327753,5,5.2039961021904695,True
175,4,0.01589933736114986,4.506024160544204,9,4.490124823183054,True
176,0,0.00406985087237275,6.758334781959052,5,6.754264931086679,True
177,3,2.816494686510267,2.764750034389158,7,-0.0517446521211089,False
178,1,0.005148634837651961,6.2616928714782265,8,6.256544236640575,True
179,1,0.0033680495079185524,6.274819015019271,8,6.271450965511352,True
180,3,0.023840837705136977,4.698962663419316,8,4.675121825714179,True
181,1,0.00577294544305406,6.314659764113566,8,6.308886818670512,True
182,0,3.2861704185659937,2.921170410938945,2,-0.36500000762704854,False
183,6,0.007176228402584451,5.994147044004068,5,5.986970815601484,True
184,4,0.018464048474318408,4.514271777281398,9,4.49580772880708,True
185,2,0.013079077439166361,5.509918580718825,3,5.496839503279658,True
186,7,0.00754705558660182,4.750942211435553,9,4.743395155848951,True
187,9,0.029584395653314048,4.495070701347683,4,4.465486305694369,True
188,7,0.012548211580398165,4.768441034746913,9,4.755892823166515,True
189,2,0.013415526930060333,5.510578116584495,3,5.497162589654434,True
190,1,0.00561297794152053,6.313842639369078,8,6.308229661427557,True
191,0,0.0032844311268079365,6.695238458479095,5,6.6919540273522875,True
192,2,2.34663070584473,3.5880454496695875,0,1.2414147438248575,True
193,4,0.017315210812641507,4.509569541455891,9,4.49225433064325,True
194,5,0.015206024231129933,4.787068743954126,3,4.771862719722996,True
195,0,0.004055486923549052,6.758304310899741,5,6.754248823976193,True
196,4,0.01777040911106106,4.497466230740731,9,4.47969582162967,True
197,1,0.0056152050467745875,6.314063077132402,8,6.308447872085627,True
198,6,0.007182941513687908,5.99415990635571,5,5.986976964842023,True
199,1,0.005903720476693154,6.314982767346057,8,6.309079046869363,True
200,7,0.012543849316061211,4.780515450103007,9,4.767971600786946,True
201,6,0.007183120486997089,5.994160179427657,5,5.98697705894066,True
202,7,0.012963353179579544,4.781656829756291,9,4.768693476576711,True
203,9,6.790334758640672,1.3661673695445518,0,-5.4241673890961195,False
204,5,0.02370246724734871,4.8809847086032505,3,4.857282241355902,True
205,8,0.02334523718762807,4.930030977037173,3,4.906685739849546,True
206,5,0.21222869933742589,4.5464424627861995,3,4.334213763448774,True
207,6,0.00629865104878907,5.990607119655891,5,5.984308468607102,True
208,6,0.007183176679097201,5.994160261193825,5,5.986977084514727,True
209,8,0.026048763587215393,4.941138792811164,3,4.915090029223949,True
210,1,0.005895050640360889,6.314993570847674,8,6.309098520207313,True
211,4,0.014701505505511702,4.501204477583727,9,4.486502972078215,True
212,4,4.851111087988921,0.8604350666006412,7,-3.99067602138828,False
213,9,0.029578860946368114,4.495063813992832,4,4.465484953046464,True
214,7,4.285737601444167,1.0777379461780292,2,-3.2079996552661374,False
215,3,0.023867419304084342,4.6990032618106,8,4.675135842506516,True
216,0,0.00407268802269996,6.758341492316826,5,6.754268804294126,True
217,9,0.7259383519953682,2.593414302407583,4,1.867475950412215,True
218,2,7.32093644044097,0.01621804417404988,0,-7.30471839626692,False
219,5,0.02114465162706649,4.873984996422688,3,4.852840344795621,True
220,4,0.07571004167798828,3.9451612210933242,9,3.869451179415336,True
221,4,0.017481372447018806,4.300072855737715,9,4.2825914832906955,True
222,3,1.6157770581193616,3.085490214479778,2,1.4697131563604164,True
223,8,0.024885756292794808,4.93821187172922,3,4.913326115436425,True
224,8,0.020260571572309108,4.910296341098952,3,4.890035769526643,True
225,2,0.013706193542167924,5.511430291743268,3,5.4977240982010995,True
226,8,0.026106380702005657,4.941212198802523,3,4.915105818100518,True
227,4,0.01834897394251013,4.498468659745119,9,4.480119685802609,True
228,1,3.36755610390353,2.568044228960921,9,-0.7995118749426093,False
229,8,0.0247868223535896,4.937628921983347,3,4.912842099629757,True
230,1,0.0030949397646737146,6.281082607972173,8,6.277987668207499,True
231,9,0.0295753834218287,4.495059357936975,4,4.465483974515146,True
232,2,0.013706450913623868,5.511430725473414,3,5.49772427455979,True
233,9,0.029556798605618894,4.495016714508034,4,4.465459915902414,True
234,9,0.02737250229489241,4.490186562142278,4,4.4628140598473856,True
235,2,0.013706838449537947,5.511431447630344,3,5.497724609180806,True
236,1,0.005916406685134779,6.31493668934237,8,6.309020282657236,True
237,1,0.14538958019591364,5.831792256701208,8,5.686402676505295,True
238,4,0.1491247709773249,4.213013064447129,9,4.0638882934698035,True
239,1,0.006053433362051242,6.315370304538385,8,6.309316871176334,True
240,5,5.905464503169405,0.00570242314126751,6,-5.899762080028138,False
241,1,0.005736442951925355,6.314354737015074,8,6.308618294063148,True
242,7,0.012940508693313058,4.7816105969973455,9,4.768670088304033,True
243,4,0.017461379093550704,4.508535032320325,9,4.491073653226775,True
244,9,3.68461384944825,2.154727061278005,7,-1.529886788170245,False
245,6,0.00677559482380002,5.993043212512116,5,5.986267617688315,True
246,8,0.022371924793876313,4.92725115906141,3,4.904879234267534,True
247,3,0.022569081016749044,4.69598317237605,8,4.673414091359302,True
248,2,0.013706890689496648,5.511431536423031,3,5.497724645733535,True
249,5,1.183873204051102,2.4286497546029056,3,1.2447765505518036,True
250,5,0.024093392848467284,4.881726271047968,3,4.8576328781995,True
251,9,0.016354846359890637,4.450702813007094,4,4.434347966647204,True
252,9,1.1441748923488808,2.410625293648433,7,1.2664504012995523,True
253,9,0.11114463254913684,4.446599784989078,4,4.335455152439941,True
254,7,0.012942344466023166,4.7816155777119,9,4.7686732332458766,True
255,7,0.01296171408725501,4.781653359448805,9,4.76869164536155,True
256,1,0.005045711051358892,6.310445840893876,8,6.305400129842517,True
257,6,0.006929315168273586,5.9932257846487165,5,5.986296469480443,True
258,5,0.02085719058066228,4.8700520202905615,3,4.849194829709899,True
259,1,0.005967593732585194,6.315156143779298,8,6.309188550046713,True
260,4,0.01854351266753384,4.51437882592467,9,4.495835313257136,True
261,5,0.023755322603460912,4.8810475791024,3,4.85729225649894,True
262,4,0.018548267730221498,4.51438497855038,9,4.495836710820159,True
263,6,0.01623214553037327,5.949952225566109,5,5.9337200800357355,True
264,2,0.013681134547290122,5.511391074723089,3,5.497709940175799,True
265,6,0.007182957534788189,5.994159915944376,5,5.9869769584095875,True
266,8,0.026003155565360755,4.940900952649269,3,4.914897797083908,True
267,4,0.018547798094407566,4.514384302508313,9,4.495836504413906,True
268,1,0.005984793132864664,6.31518505956323,8,6.3092002664303655,True
269,2,6.152464428993818,0.08920545938259505,7,-6.063258969611224,False
270,5,0.01632457860917511,4.85352445805166,3,4.837199879442485,True
271,9,0.02149080731024036,4.451537849724299,4,4.430047042414059,True
272,7,0.012964718050123053,4.781659063208325,9,4.7686943451582025,True
273,8,0.02645553966787424,4.941947008933491,3,4.915491469265617,True
274,1,0.005244916008453535,6.312772803739316,8,6.3075278877308625,True
275,9,0.029567441732979354,4.4950486810648,4,4.465481239331821,True
276,4,0.14995033408949804,3.6984267624278235,9,3.5484764283383257,True
277,9,1.2755220576584745,3.289244083229963,3,2.0137220255714885,True
278,5,0.024092459554630196,4.881725063080961,3,4.857632603526331,True
279,1,0.005980981012818638,6.315142854073743,8,6.3091618730609245,True
280,6,0.007166397022708494,5.994125699381119,5,5.98695930235841,True
281,9,0.026959682848057387,4.486579849038273,4,4.459620166190216,True
282,5,0.024089678983554418,4.881720792728816,3,4.857631113745262,True
283,9,0.11676250694545753,4.266886335921231,7,4.150123828975773,True
284,7,0.6200586681557787,4.473023839844183,9,3.852965171688404,True
285,0,4.6911185398831,1.484272957006211,2,-3.2068455828768894,False
286,4,0.017963501491705742,4.5128895960391375,9,4.494926094547432,True
287,2,0.01365150633755997,5.511317465485797,3,5.497665959148237,True
288,4,0.01854423624209162,4.514378112749804,9,4.495833876507712,True
289,6,0.0071784494791194775,5.994152432487783,5,5.986973983008664,True
290,0,0.0032761669310940192,6.7533715817863245,5,6.75009541485523,True
291,3,5.369170582793377,2.0094045199932253,5,-3.3597660628001513,False
292,5,5.008331645634589,0.31945836996030796,6,-4.688873275674282,False
293,1,0.004584143993771419,6.3091000326402575,8,6.3045158886464865,True
294,4,0.01653559839527806,4.505992203273975,9,4.489456604878697,True
295,7,0.01296458142828214,4.781658910807231,9,4.768694329378949,True
296,3,0.02386494036224761,4.69899407492516,8,4.675129134562913,True
297,2,0.012897068415665515,5.509658126748691,3,5.496761058333025,True
298,5,0.02406335695747295,4.881678803637995,3,4.857615446680522,True
299,9,5.03612625516645,0.15126239778446987,3,-4.88486385738198,False
300,4,2.697019306119345,4.146695268931521,6,1.4496759628121758,True
301,8,0.0475059735708907,4.728326754604892,3,4.680820781034002,True
302,9,0.0290188109664929,4.494210626947047,4,4.465191815980554,True
303,5,0.022866813409378732,4.879100126493405,3,4.856233313084027,True
304,7,0.005547185631613626,4.715161679795865,9,4.709614494164251,True
305,3,0.02350043925363358,4.69835270763613,8,4.674852268382496,True
306,7,0.005549723171016048,4.714862453437434,9,4.709312730266419,True
307,9,0.02896578633924052,4.4941022957271155,4,4.465136509387875,True
308,6,0.006823670779348797,5.99322664934636,5,5.9864029785670105,True
309,4,0.02505417015118413,4.505791976440711,9,4.480737806289527,True
310,3,0.023802050820888467,4.698853241761986,8,4.6750511909410974,True
311,0,0.004032474128551973,6.75824490345344,5,6.754212429324888,True
312,5,0.023390804466776473,4.880354664695641,3,4.8569638602288645,True
313,5,0.024327398108163437,4.657426222108283,3,4.633098824000119,True
314,5,0.023580340886089006,4.880552690687027,3,4.856972349800938,True
315,8,0.0881629704443471,4.7632801686839965,3,4.67511719823965,True
316,8,0.037813744458610805,4.917952888657255,3,4.880139144198644,True
317,1,0.006019917622023412,6.31527194861552,8,6.309252030993497,True
318,7,0.01296491491819848,4.781659404229267,9,4.768694489311069,True
319,2,0.01370688904901816,5.511431533785377,3,5.497724644736358,True
320,3,0.023888392897420806,4.69903826510429,8,4.67514987220687,True
321,5,0.023727861175801664,4.880864977022609,3,4.8571371158468075,True
322,3,0.06392472763503773,4.361565179970953,8,4.297640452335916,True
323,1,0.004940368275289444,6.309464807877753,8,6.304524439602464,True
324,4,0.013211582369911833,4.490881652762578,9,4.477670070392667,True
325,2,0.01364886944123158,5.511317170660182,3,5.49766830121895,True
326,5,0.024074060911000287,4.881697144174216,3,4.857623083263215,True
327,3,0.02388909532937101,4.699039206745183,8,4.675150111415812,True
328,4,0.07496502698527963,3.959215924029867,9,3.8842508970445877,True
329,6,0.007181868161959206,5.994157789863872,5,5.986975921701912,True
330,4,0.02059262393535008,4.505706733981724,9,4.485114110046374,True
331,0,4.136460894365344,1.2995740602614503,5,-2.8368868341038938,False
332,1,0.005940893289263153,6.314976871860758,8,6.309035978571496,True
333,2,0.011795142889353467,5.501275681581046,3,5.4894805386916925,True
334,6,6.680098480329245,0.012733205739653107,2,-6.667365274589592,False
335,5,0.024093812996531547,4.8817268476222795,3,4.857633034625748,True
336,7,6.331456975730037,0.033163130250879885,2,-6.298293845479158,False
337,7,0.011826323816244731,4.778013776725856,9,4.766187452909611,True
338,8,0.02598376880828274,4.940532852381905,3,4.914549083573622,True
339,9,2.869920311490854,0.5450106390319667,4,-2.3249096724588876,False
340,3,0.02028657485064251,4.666359069190585,8,4.6460724943399425,True
341,1,0.004268158428365541,6.307231461191866,8,6.302963302763501,True
342,9,0.02957897467968445,4.495060957990939,4,4.465481983311254,True
343,2,0.013706809148223732,5.511431420078615,3,5.497724610930391,True
344,6,0.007164912440343105,5.994114267770578,5,5.986949355330235,True
345,1,0.005797386491753069,6.314614360426493,8,6.30881697393474,True
346,4,0.0177110197885541,4.512392492415015,9,4.494681472626461,True
347,1,0.005629097251266283,6.314045076915367,8,6.3084159796641,True
348,5,0.018018469224790185,4.854929842707795,3,4.836911373483005,True
349,5,0.023915590900056353,4.881305366921976,3,4.857389776021919,True
350,2,0.02922537946318847,5.2990332796990245,3,5.269807900235836,True
351,4,0.018545400964991136,4.514380042675718,9,4.495834641710727,True
352,3,0.18719611529550295,4.499600578576896,8,4.312404463281393,True
353,0,0.004070113740501946,6.758336691428128,5,6.754266577687626,True
354,9,2.519354803914145,3.929538993519742,4,1.410184189605597,True
355,4,0.01042443243749202,4.4748267974808345,9,4.464402365043343,True
356,2,0.013705757186880293,5.511429292091858,3,5.497723534904978,True
357,8,0.5474143754490819,3.5078442851918146,5,2.9604299097427327,True
358,7,5.178693961231384,1.1581100733771097,4,-4.020583887854275,False
359,8,0.024845843613910415,4.937049574122396,3,4.912203730508486,True
360,3,0.01584627813967534,4.6535807270505565,8,4.637734448910881,True
361,4,1.1257754416548904,4.296028963483497,9,3.1702535218286068,True
362,5,0.6601470819515425,3.146356200344014,3,2.4862091183924715,True
363,5,1.4285573569746073,2.314936190935521,8,0.8863788339609138,True
364,0,0.003165372998097507,6.697915476378472,5,6.6947501033803745,True
365,6,0.005925136717251988,5.986058059976726,5,5.9801329232594735,True
366,6,0.00717222310846979,5.99413751545907,5,5.9869652923506,True
367,5,0.016428889220136966,4.855365600813193,3,4.838936711593056,True
368,1,0.005227078537249479,6.305305068954847,8,6.300077990417598,True
369,7,0.01296354422863421,4.781657167678997,9,4.768693623450363,True
370,4,0.017904597176465864,4.512835111405831,9,4.494930514229365,True
371,7,0.046388299398347085,4.726340374835616,9,4.679952075437269,True
372,1,0.005169770960255418,6.310928921039949,8,6.305759150079694,True
373,5,0.02305752869373971,4.87929772505424,3,4.8562401963605,True
374,2,0.013706860458206684,5.511431494769853,3,5.497724634311646,True
375,4,0.016129778462010195,4.500531838147676,9,4.484402059685666,True
376,5,0.019661153888237373,4.754262336641132,3,4.734601182752894,True
377,9,0.024760051450477133,4.392964485083654,4,4.368204433633177,True
378,7,0.012692595022914623,4.780959462651912,9,4.768266867628997,True
379,5,0.017261600572140164,4.860077147565765,3,4.842815546993625,True
380,6,0.006577827698370065,5.9918839167210205,5,5.98530608902265,True
381,0,0.003335050830177724,6.755221038428886,5,6.751885987598708,True
382,2,0.0254291777111961,5.466494319000439,3,5.4410651412892435,True
383,4,0.013010444475820102,4.458638315999197,9,4.445627871523377,True
384,1,0.005265231885298169,6.309121341450071,8,6.303856109564773,True
385,3,0.017044295630837668,4.650692990653453,8,4.6336486950226154,True
386,7,2.1485703011804915,2.898604398095033,4,0.7500340969145416,True
387,9,0.01968189009046026,4.454380020793114,4,4.434698130702654,True
388,3,0.741883766849258,2.832510018972783,8,2.090626252123525,True
389,7,4.8886459317322615,0.025669173548502074,9,-4.862976758183759,False
390,2,0.013571603431868591,5.511044010461291,3,5.497472407029423,True
391,2,0.03977519719506484,5.40284635895522,3,5.363071161760155,True
392,0,0.004043352448426693,6.758276886056258,5,6.754233533607831,True
393,1,0.00599944278033486,6.315218663666045,8,6.309219220885709,True
394,4,4.350686016579899,1.171048549565922,6,-3.179637467013977,False
395,2,0.012926115678002363,5.5088553577752375,3,5.495929242097235,True
396,4,0.01793203699693404,4.508033599645511,9,4.490101562648577,True
397,8,3.070136993738631,1.4369534967310398,9,-1.6331834970075914,False
398,4,0.015622806895499646,4.5046179592698055,9,4.488995152374306,True
399,1,0.0054491846042483616,6.313718011369979,8,6.308268826765731,True
400,6,0.0071144343820571335,5.9940138718024665,5,5.986899437420409,True
401,2,0.01050038997542043,5.46350231178379,3,5.45300192180837,True
402,1,0.005892081568000593,6.314929317781048,8,6.309037236213047,True
403,3,0.019591200313656916,4.68382202831916,8,4.664230828005502,True
404,5,0.02409361287234653,4.881726591574106,3,4.857632978701759,True
405,9,0.01793076203895152,4.428302633292728,4,4.410371871253776,True
406,0,0.004057115962148822,6.758308588767411,5,6.7542514728052625,True
407,1,0.0056395848766817155,6.313996318183008,8,6.308356733306327,True
408,0,0.004029846250920674,6.75823904087406,5,6.754209194623139,True
409,8,6.131795431701912,0.3715465800556608,0,-5.760248851646251,False
410,6,0.007017549040516136,5.993702853851734,5,5.986685304811218,True
411,5,4.925982804363814,0.018796634512976456,3,-4.907186169850838,False
412,4,0.0065812321276885535,4.42262332671034,9,4.416042094582652,True
413,7,0.0053700278364950255,4.703054748262672,9,4.697684720426177,True
414,2,0.013706890525842754,5.51143153617259,3,5.4977246456467475,True
